season,Div,Date,Time,kickoff,match_id,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,home_win,draw,away_win,total_goals,over_2_5,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,total_corners,total_cards,total_shots,total_fouls,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA
2020-21,E0,2020-10-17,12:30,2020-10-17 12:30:00,20201017_everton_liverpool,Everton,Liverpool,M Oliver,2,2,D,1,1,0,1,0,4,1,11,22,5,8,15,9,2,5,3,2,1,0,7,6,33,24,3.91,4.08,1.85,4.15,4.21,1.91
2020-21,E0,2020-10-17,15:00,2020-10-17 15:00:00,20201017_chelsea_southampton,Chelsea,Southampton,P Bankes,3,3,D,2,1,0,1,0,6,1,11,13,5,6,11,9,6,2,1,1,0,0,8,2,24,20,1.53,4.56,5.92,1.58,4.8,6.5
2020-21,E0,2020-10-17,17:30,2020-10-17 17:30:00,20201017_mancity_arsenal,Man City,Arsenal,C Kavanagh,1,0,H,1,0,1,0,0,1,0,13,11,5,3,15,10,6,6,4,1,0,0,12,5,24,25,1.49,4.85,6.09,1.53,5.1,6.55
2020-21,E0,2020-10-17,20:00,2020-10-17 20:00:00,20201017_newcastle_manunited,Newcastle,Man United,C Pawson,1,4,A,1,1,0,0,1,5,1,7,28,4,14,9,12,0,7,1,1,0,0,7,2,35,21,4.78,4.08,1.7,5.0,4.3,1.76
2020-21,E0,2020-10-18,12:00,2020-10-18 12:00:00,20201018_sheffieldunited_fulham,Sheffield United,Fulham,A Marriner,1,1,D,0,0,0,1,0,2,0,10,15,6,6,5,9,2,5,0,2,0,0,7,2,25,14,2.11,3.32,3.74,2.17,3.45,3.95
2020-21,E0,2020-10-18,14:00,2020-10-18 14:00:00,20201018_crystalpalace_brighton,Crystal Palace,Brighton,S Attwell,1,1,D,1,0,0,1,0,2,0,1,20,1,3,13,12,2,5,3,2,0,1,7,6,21,25,2.68,3.25,2.76,2.8,3.42,2.88
2020-21,E0,2020-10-18,16:30,2020-10-18 16:30:00,20201018_tottenham_westham,Tottenham,West Ham,P Tierney,3,3,D,3,0,0,1,0,6,1,11,13,6,4,13,12,3,7,0,5,0,0,10,5,24,25,1.62,4.19,5.34,1.67,4.35,5.75
2020-21,E0,2020-10-18,19:15,2020-10-18 19:15:00,20201018_leicester_astonvilla,Leicester,Aston Villa,J Moss,0,1,A,0,0,0,0,1,1,0,11,10,5,4,18,18,2,7,4,3,0,0,9,7,21,36,1.89,3.82,3.97,1.96,4.0,4.23
2020-21,E0,2020-10-19,17:30,2020-10-19 17:30:00,20201019_westbrom_burnley,West Brom,Burnley,A Taylor,0,0,D,0,0,0,1,0,0,0,13,9,6,4,15,17,8,2,2,2,0,0,10,4,22,32,2.49,3.3,2.97,2.58,3.5,3.1
2020-21,E0,2020-10-19,20:00,2020-10-19 20:00:00,20201019_leeds_wolves,Leeds,Wolves,D Coote,0,1,A,0,0,0,0,1,1,0,13,7,2,3,13,12,8,3,2,1,0,0,11,3,20,25,2.5,3.26,2.97,2.58,3.44,3.1
2020-21,E0,2020-10-23,20:00,2020-10-23 20:00:00,20201023_astonvilla_leeds,Aston Villa,Leeds,P Tierney,0,3,A,0,0,0,0,1,3,1,12,27,4,9,14,17,6,5,2,2,0,0,11,4,39,31,2.11,3.75,3.33,2.16,3.9,3.47
2020-21,E0,2020-10-24,12:30,2020-10-24 12:30:00,20201024_westham_mancity,West Ham,Man City,A Taylor,1,1,D,1,0,0,1,0,2,0,6,14,2,7,14,6,2,10,2,0,0,0,12,2,20,20,7.2,5.16,1.41,8.0,5.55,1.44
2020-21,E0,2020-10-24,15:00,2020-10-24 15:00:00,20201024_fulham_crystalpalace,Fulham,Crystal Palace,G Scott,1,2,A,0,1,0,0,1,3,1,16,14,3,10,11,11,4,4,0,1,1,0,8,2,30,22,2.74,3.14,2.77,2.83,3.34,2.86
2020-21,E0,2020-10-24,17:30,2020-10-24 17:30:00,20201024_manunited_chelsea,Man United,Chelsea,M Atkinson,0,0,D,0,0,0,1,0,0,0,14,6,4,1,8,6,9,6,3,1,0,0,15,4,20,14,2.38,3.59,2.9,2.45,3.84,3.02
2020-21,E0,2020-10-24,20:00,2020-10-24 20:00:00,20201024_liverpool_sheffieldunited,Liverpool,Sheffield United,M Dean,2,1,H,1,1,1,0,0,3,1,17,13,5,2,7,15,7,3,0,3,0,0,10,3,30,22,1.25,6.36,11.55,1.29,6.75,13.0
2020-21,E0,2020-10-25,14:00,2020-10-25 14:00:00,20201025_southampton_everton,Southampton,Everton,K Friend,2,0,H,2,0,1,0,0,2,0,12,6,6,2,11,11,4,5,1,2,0,1,9,4,18,22,2.78,3.47,2.54,2.88,3.58,2.62
2020-21,E0,2020-10-25,16:30,2020-10-25 16:30:00,20201025_wolves_newcastle,Wolves,Newcastle,L Mason,1,1,D,0,0,0,1,0,2,0,16,5,3,2,10,10,2,3,0,1,0,0,5,1,21,20,1.78,3.49,5.16,1.85,3.64,5.52
2020-21,E0,2020-10-25,19:15,2020-10-25 19:15:00,20201025_arsenal_leicester,Arsenal,Leicester,C Pawson,0,1,A,0,0,0,0,1,1,0,12,6,4,2,13,9,9,3,3,5,0,0,12,8,18,22,1.93,3.74,3.92,1.98,3.9,4.1
2020-21,E0,2020-10-26,17:30,2020-10-26 17:30:00,20201026_brighton_westbrom,Brighton,West Brom,J Moss,1,1,D,1,0,0,1,0,2,0,5,9,3,3,14,7,6,2,2,0,0,0,8,2,14,21,1.75,3.93,4.61,1.8,4.15,4.8
2020-21,E0,2020-10-26,20:00,2020-10-26 20:00:00,20201026_burnley_tottenham,Burnley,Tottenham,M Oliver,0,1,A,0,0,0,0,1,1,0,13,9,4,3,9,7,4,5,2,0,0,0,9,2,22,16,5.49,4.02,1.63,6.0,4.22,1.68
2020-21,E0,2020-10-30,20:00,2020-10-30 20:00:00,20201030_wolves_crystalpalace,Wolves,Crystal Palace,M Atkinson,2,0,H,2,0,1,0,0,2,0,15,11,5,2,13,4,7,6,0,2,0,1,13,3,26,17,2.05,3.13,4.27,2.1,3.21,4.53
2020-21,E0,2020-10-31,12:30,2020-10-31 12:30:00,20201031_sheffieldunited_mancity,Sheffield United,Man City,M Oliver,0,1,A,0,1,0,0,1,1,0,5,16,1,8,14,6,2,5,0,0,0,0,7,0,21,20,9.43,5.76,1.31,10.5,6.1,1.35
2020-21,E0,2020-10-31,15:00,2020-10-31 15:00:00,20201031_burnley_chelsea,Burnley,Chelsea,D Coote,0,3,A,0,1,0,0,1,3,1,5,14,0,9,10,15,3,4,1,0,0,0,7,1,19,25,6.05,4.37,1.54,6.5,4.69,1.59
2020-21,E0,2020-10-31,17:30,2020-10-31 17:30:00,20201031_liverpool_westham,Liverpool,West Ham,K Friend,2,1,H,1,1,1,0,0,3,1,9,4,5,3,13,14,1,2,0,1,0,0,3,1,13,27,1.39,5.26,7.43,1.43,5.6,8.1
2020-21,E0,2020-11-01,12:00,2020-11-01 12:00:00,20201101_astonvilla_southampton,Aston Villa,Southampton,D England,3,4,A,0,3,0,0,1,7,1,19,9,10,4,12,17,11,1,1,2,0,0,12,3,28,29,2.46,3.6,2.78,2.6,3.84,2.85
2020-21,E0,2020-11-01,14:00,2020-11-01 14:00:00,20201101_newcastle_everton,Newcastle,Everton,S Attwell,2,1,H,0,0,1,0,0,3,1,11,15,4,4,9,10,5,4,2,4,0,0,9,6,26,19,3.71,3.47,2.06,4.0,3.59,2.15
2020-21,E0,2020-11-01,16:30,2020-11-01 16:30:00,20201101_manunited_arsenal,Man United,Arsenal,M Dean,0,1,A,0,0,0,0,1,1,0,8,7,2,2,12,12,6,3,3,3,0,0,9,6,15,24,2.04,3.66,3.58,2.1,3.85,3.76
2020-21,E0,2020-11-01,19:15,2020-11-01 19:15:00,20201101_tottenham_brighton,Tottenham,Brighton,G Scott,2,1,H,1,0,1,0,0,3,1,9,6,3,2,14,13,4,5,2,1,0,0,9,3,15,27,1.63,4.17,5.29,1.67,4.3,5.75
2020-21,E0,2020-11-02,17:30,2020-11-02 17:30:00,20201102_fulham_westbrom,Fulham,West Brom,S Hooper,2,0,H,2,0,1,0,0,2,0,13,10,6,1,13,11,5,2,3,2,0,0,7,5,23,24,2.44,3.32,3.01,2.56,3.5,3.17
2020-21,E0,2020-11-02,20:00,2020-11-02 20:00:00,20201102_leeds_leicester,Leeds,Leicester,A Marriner,1,4,A,0,2,0,0,1,5,1,11,10,4,8,9,5,10,3,1,1,0,0,13,2,21,14,2.56,3.56,2.68,2.66,3.72,2.82
2020-21,E0,2020-11-06,17:30,2020-11-06 17:30:00,20201106_brighton_burnley,Brighton,Burnley,M Dean,0,0,D,0,0,0,1,0,0,0,19,4,3,1,11,5,5,3,1,0,0,0,8,1,23,16,1.9,3.48,4.42,1.94,3.65,4.71
2020-21,E0,2020-11-06,20:00,2020-11-06 20:00:00,20201106_southampton_newcastle,Southampton,Newcastle,P Bankes,2,0,H,1,0,1,0,0,2,0,15,4,8,2,12,11,8,3,1,2,0,0,11,3,19,23,2.04,3.58,3.7,2.1,3.76,3.84
2020-21,E0,2020-11-07,12:30,2020-11-07 12:30:00,20201107_everton_manunited,Everton,Man United,P Tierney,1,3,A,1,2,0,0,1,4,1,7,13,1,5,12,19,5,2,4,2,0,0,7,6,20,31,2.91,3.52,2.42,3.04,3.65,2.51
2020-21,E0,2020-11-07,15:00,2020-11-07 15:00:00,20201107_crystalpalace_leeds,Crystal Palace,Leeds,C Kavanagh,4,1,H,3,1,1,0,0,5,1,10,9,6,3,9,1,3,6,0,2,0,0,9,2,19,10,2.92,3.37,2.47,3.01,3.49,2.58
2020-21,E0,2020-11-07,17:30,2020-11-07 17:30:00,20201107_chelsea_sheffieldunited,Chelsea,Sheffield United,J Moss,4,1,H,2,1,1,0,0,5,1,20,6,9,3,5,14,6,7,0,2,0,0,13,2,26,19,1.39,4.93,8.23,1.44,5.2,9.0
2020-21,E0,2020-11-07,20:00,2020-11-07 20:00:00,20201107_westham_fulham,West Ham,Fulham,R Jones,1,0,H,0,0,1,0,0,1,0,16,13,7,3,10,9,9,5,2,2,0,0,14,4,29,19,1.83,3.82,4.23,1.88,4.0,4.5
2020-21,E0,2020-11-08,12:00,2020-11-08 12:00:00,20201108_westbrom_tottenham,West Brom,Tottenham,A Madley,0,1,A,0,0,0,0,1,1,0,12,19,2,5,17,12,9,6,1,0,0,0,15,1,31,29,6.38,4.38,1.52,7.0,4.58,1.56
2020-21,E0,2020-11-08,14:00,2020-11-08 14:00:00,20201108_leicester_wolves,Leicester,Wolves,A Taylor,1,0,H,1,0,1,0,0,1,0,10,7,3,2,12,8,6,3,2,3,0,0,9,5,17,20,2.38,3.14,3.28,2.5,3.34,3.45
2020-21,E0,2020-11-08,16:30,2020-11-08 16:30:00,20201108_mancity_liverpool,Man City,Liverpool,C Pawson,1,1,D,1,1,0,1,0,2,0,7,10,2,3,19,11,1,2,3,1,0,0,3,4,17,30,1.99,4.03,3.42,2.05,4.33,3.59
2020-21,E0,2020-11-08,19:15,2020-11-08 19:15:00,20201108_arsenal_astonvilla,Arsenal,Aston Villa,M Atkinson,0,3,A,0,1,0,0,1,3,1,13,15,2,6,11,13,3,8,0,0,0,0,11,0,28,24,1.7,3.97,4.92,1.75,4.2,5.27
2020-21,E0,2020-11-21,12:30,2020-11-21 12:30:00,20201121_newcastle_chelsea,Newcastle,Chelsea,C Pawson,0,2,A,0,1,0,0,1,2,0,8,14,1,3,11,12,7,4,2,0,0,0,11,2,22,23,6.39,4.54,1.5,7.0,4.75,1.54
2020-21,E0,2020-11-21,15:00,2020-11-21 15:00:00,20201121_astonvilla_brighton,Aston Villa,Brighton,M Oliver,1,2,A,0,1,0,0,1,3,1,15,7,4,3,5,18,12,3,2,1,0,1,15,4,22,23,2.19,3.61,3.21,2.27,3.78,3.34
2020-21,E0,2020-11-21,17:30,2020-11-21 17:30:00,20201121_tottenham_mancity,Tottenham,Man City,M Dean,2,0,H,1,0,1,0,0,2,0,4,22,2,5,13,19,0,10,2,2,0,0,10,4,26,32,4.1,4.03,1.81,4.35,4.21,1.88
2020-21,E0,2020-11-21,20:00,2020-11-21 20:00:00,20201121_manunited_westbrom,Man United,West Brom,D Coote,1,0,H,0,0,1,0,0,1,0,17,7,7,2,12,17,8,2,1,1,0,0,10,2,24,29,1.34,5.34,9.21,1.38,5.75,10.5
2020-21,E0,2020-11-22,12:00,2020-11-22 12:00:00,20201122_fulham_everton,Fulham,Everton,A Madley,2,3,A,1,3,0,0,1,5,1,14,9,6,7,14,10,2,5,2,0,0,0,7,2,23,24,3.93,3.79,1.9,4.12,3.96,1.96
2020-21,E0,2020-11-22,14:00,2020-11-22 14:00:00,20201122_sheffieldunited_westham,Sheffield United,West Ham,M Atkinson,0,1,A,0,0,0,0,1,1,0,9,15,5,3,7,6,2,6,0,0,0,0,8,0,24,13,3.06,3.26,2.43,3.2,3.46,2.53
2020-21,E0,2020-11-22,16:30,2020-11-22 16:30:00,20201122_leeds_arsenal,Leeds,Arsenal,A Taylor,0,0,D,0,0,0,1,0,0,0,25,9,4,2,9,8,5,3,3,0,0,1,8,4,34,17,3.13,3.7,2.21,3.28,3.84,2.3
2020-21,E0,2020-11-22,19:15,2020-11-22 19:15:00,20201122_liverpool_leicester,Liverpool,Leicester,C Kavanagh,3,0,H,2,0,1,0,0,3,1,24,11,13,4,15,6,10,3,0,2,0,0,13,2,35,21,1.9,3.92,3.82,1.99,4.15,4.1
2020-21,E0,2020-11-23,17:30,2020-11-23 17:30:00,20201123_burnley_crystalpalace,Burnley,Crystal Palace,K Friend,1,0,H,1,0,1,0,0,1,0,10,15,4,5,13,9,4,7,2,0,0,0,11,2,25,22,2.79,3.06,2.8,2.9,3.24,2.95
2020-21,E0,2020-11-23,20:00,2020-11-23 20:00:00,20201123_wolves_southampton,Wolves,Southampton,A Marriner,1,1,D,0,0,0,1,0,2,0,20,7,9,2,14,13,7,4,2,0,0,0,11,2,27,27,2.32,3.25,3.27,2.38,3.42,3.5
2020-21,E0,2020-11-27,20:00,2020-11-27 20:00:00,20201127_crystalpalace_newcastle,Crystal Palace,Newcastle,G Scott,0,2,A,0,0,0,0,1,2,0,12,14,3,7,9,10,7,3,2,2,0,0,10,4,26,19,2.15,3.21,3.74,2.23,3.3,3.9
2020-21,E0,2020-11-28,12:30,2020-11-28 12:30:00,20201128_brighton_liverpool,Brighton,Liverpool,S Attwell,1,1,D,0,0,0,1,0,2,0,11,6,3,2,9,13,4,3,2,1,0,0,7,3,17,22,5.32,4.19,1.62,5.75,4.4,1.68
2020-21,E0,2020-11-28,15:00,2020-11-28 15:00:00,20201128_mancity_burnley,Man City,Burnley,L Mason,5,0,H,3,0,1,0,0,5,1,19,9,6,1,12,4,6,4,0,0,0,0,10,0,28,16,1.17,7.84,16.81,1.19,8.5,21.0
2020-21,E0,2020-11-28,17:30,2020-11-28 17:30:00,20201128_everton_leeds,Everton,Leeds,C Kavanagh,0,1,A,0,0,0,0,1,1,0,15,23,8,7,8,14,4,2,1,2,0,0,6,3,38,22,2.02,3.72,3.57,2.1,3.99,3.77
2020-21,E0,2020-11-28,20:00,2020-11-28 20:00:00,20201128_westbrom_sheffieldunited,West Brom,Sheffield United,M Dean,1,0,H,1,0,1,0,0,1,0,17,21,6,5,10,9,14,9,2,3,0,0,23,5,38,19,2.6,3.17,2.9,2.72,3.34,3.03
2020-21,E0,2020-11-29,14:00,2020-11-29 14:00:00,20201129_southampton_manunited,Southampton,Man United,J Moss,2,3,A,2,0,0,0,1,5,1,10,15,5,6,12,12,5,9,1,0,0,0,14,1,25,24,3.8,3.57,2.0,4.06,3.68,2.07
2020-21,E0,2020-11-29,16:30,2020-11-29 16:30:00,20201129_chelsea_tottenham,Chelsea,Tottenham,P Tierney,0,0,D,0,0,0,1,0,0,0,13,5,3,1,20,9,3,3,4,2,0,0,6,6,18,29,2.1,3.52,3.53,2.19,3.83,3.69
2020-21,E0,2020-11-29,19:15,2020-11-29 19:15:00,20201129_arsenal_wolves,Arsenal,Wolves,M Oliver,1,2,A,1,2,0,0,1,3,1,13,11,2,5,13,13,8,4,3,4,0,0,12,7,24,26,2.13,3.28,3.72,2.22,3.45,3.81
2020-21,E0,2020-11-30,17:30,2020-11-30 17:30:00,20201130_leicester_fulham,Leicester,Fulham,S Hooper,1,2,A,0,2,0,0,1,3,1,16,10,3,5,9,21,6,5,0,2,0,0,11,2,26,30,1.54,4.35,6.15,1.58,4.53,6.55
2020-21,E0,2020-11-30,20:00,2020-11-30 20:00:00,20201130_westham_astonvilla,West Ham,Aston Villa,P Bankes,2,1,H,1,1,1,0,0,3,1,6,16,2,6,20,7,3,7,1,1,0,0,10,2,22,27,2.32,3.57,3.01,2.38,3.8,3.1
2020-21,E0,2020-12-05,12:30,2020-12-05 12:30:00,20201205_burnley_everton,Burnley,Everton,A Taylor,1,1,D,1,1,0,1,0,2,0,8,13,3,6,6,9,8,4,0,0,0,0,12,0,21,15,4.02,3.5,1.97,4.2,3.64,2.04
2020-21,E0,2020-12-05,15:00,2020-12-05 15:00:00,20201205_mancity_fulham,Man City,Fulham,J Moss,2,0,H,2,0,1,0,0,2,0,16,6,6,1,7,6,9,3,0,0,0,0,12,0,22,13,1.12,9.74,21.84,1.15,11.0,26.0
2020-21,E0,2020-12-05,17:30,2020-12-05 17:30:00,20201205_westham_manunited,West Ham,Man United,A Marriner,1,3,A,1,0,0,0,1,4,1,19,15,6,6,9,10,5,4,0,0,0,0,9,0,34,19,3.62,3.57,2.05,3.76,3.86,2.12
2020-21,E0,2020-12-05,20:00,2020-12-05 20:00:00,20201205_chelsea_leeds,Chelsea,Leeds,K Friend,3,1,H,1,1,1,0,0,4,1,23,8,11,3,12,9,8,4,0,2,0,0,12,2,31,21,1.54,4.5,5.82,1.58,4.74,6.2
2020-21,E0,2020-12-06,12:00,2020-12-06 12:00:00,20201206_westbrom_crystalpalace,West Brom,Crystal Palace,P Tierney,1,5,A,1,1,0,0,1,6,1,9,18,4,6,10,16,4,6,2,2,1,0,10,5,27,26,2.9,3.21,2.58,3.02,3.34,2.65
2020-21,E0,2020-12-06,14:15,2020-12-06 14:15:00,20201206_sheffieldunited_leicester,Sheffield United,Leicester,S Attwell,1,2,A,1,1,0,0,1,3,1,4,13,1,4,13,6,6,5,1,3,0,0,11,4,17,19,3.86,3.49,2.01,4.02,3.68,2.08
2020-21,E0,2020-12-06,16:30,2020-12-06 16:30:00,20201206_tottenham_arsenal,Tottenham,Arsenal,M Atkinson,2,0,H,2,0,1,0,0,2,0,6,11,3,2,16,12,3,9,1,2,0,0,12,3,17,28,2.01,3.54,3.79,2.1,3.7,4.0
2020-21,E0,2020-12-06,19:15,2020-12-06 19:15:00,20201206_liverpool_wolves,Liverpool,Wolves,C Pawson,4,0,H,1,0,1,0,0,4,1,11,9,6,3,8,14,4,6,1,1,0,0,10,2,20,22,1.52,4.25,6.59,1.57,4.48,7.17
2020-21,E0,2020-12-07,20:00,2020-12-07 20:00:00,20201207_brighton_southampton,Brighton,Southampton,D Coote,1,2,A,1,1,0,0,1,3,1,12,10,4,3,12,12,4,3,3,3,0,0,7,6,22,24,2.52,3.36,2.86,2.65,3.58,2.96
2020-21,E0,2020-12-11,20:00,2020-12-11 20:00:00,20201211_leeds_westham,Leeds,West Ham,M Oliver,1,2,A,1,1,0,0,1,3,1,13,19,7,8,12,10,5,6,1,2,0,0,11,3,32,22,2.18,3.67,3.2,2.25,3.8,3.35
2020-21,E0,2020-12-12,12:30,2020-12-12 12:30:00,20201212_wolves_astonvilla,Wolves,Aston Villa,M Dean,0,1,A,0,0,0,0,1,1,0,16,13,7,2,23,15,5,8,2,5,0,0,13,7,29,38,2.34,3.27,3.21,2.44,3.43,3.32
2020-21,E0,2020-12-12,15:00,2020-12-12 15:00:00,20201212_newcastle_westbrom,Newcastle,West Brom,D England,2,1,H,1,0,1,0,0,3,1,12,13,7,3,9,12,4,3,2,3,0,0,7,5,25,21,2.51,3.25,2.95,2.63,3.42,3.33
2020-21,E0,2020-12-12,17:30,2020-12-12 17:30:00,20201212_manunited_mancity,Man United,Man City,C Kavanagh,0,0,D,0,0,0,1,0,0,0,11,9,2,2,13,6,4,3,1,1,0,0,7,2,20,19,4.39,4.16,1.74,4.75,4.35,1.79
2020-21,E0,2020-12-12,20:00,2020-12-12 20:00:00,20201212_everton_chelsea,Everton,Chelsea,J Moss,1,0,H,1,0,1,0,0,1,0,9,10,4,3,10,11,6,6,2,3,0,0,12,5,19,21,4.36,4.12,1.75,4.57,4.4,1.8
2020-21,E0,2020-12-13,12:00,2020-12-13 12:00:00,20201213_southampton_sheffieldunited,Southampton,Sheffield United,A Madley,3,0,H,1,0,1,0,0,3,1,16,3,6,0,8,14,8,4,0,1,0,0,12,1,19,22,1.72,3.83,4.95,1.76,4.01,5.25
2020-21,E0,2020-12-13,14:15,2020-12-13 14:15:00,20201213_crystalpalace_tottenham,Crystal Palace,Tottenham,K Friend,1,1,D,0,1,0,1,0,2,0,16,14,5,6,15,11,4,7,1,1,0,0,11,2,30,26,4.71,3.75,1.76,4.92,3.94,1.82
2020-21,E0,2020-12-13,16:30,2020-12-13 16:30:00,20201213_fulham_liverpool,Fulham,Liverpool,A Marriner,1,1,D,1,0,0,1,0,2,0,10,12,5,6,9,5,6,8,3,1,0,0,14,4,22,14,8.44,5.66,1.34,9.3,6.0,1.37
2020-21,E0,2020-12-13,19:15,2020-12-13 19:15:00,20201213_arsenal_burnley,Arsenal,Burnley,G Scott,0,1,A,0,0,0,0,1,1,0,18,10,6,2,5,11,13,4,2,1,1,0,17,4,28,16,1.54,4.22,6.42,1.58,4.48,7.0
2020-21,E0,2020-12-13,19:15,2020-12-13 19:15:00,20201213_leicester_brighton,Leicester,Brighton,M Atkinson,3,0,H,3,0,1,0,0,3,1,15,12,6,4,9,11,9,5,2,1,0,0,14,3,27,20,2.03,3.49,3.76,2.11,3.72,3.93
2020-21,E0,2020-12-15,18:00,2020-12-15 18:00:00,20201215_wolves_chelsea,Wolves,Chelsea,S Attwell,2,1,H,0,0,1,0,0,3,1,12,13,4,3,12,12,5,6,2,2,0,0,11,4,25,24,5.44,3.79,1.68,5.8,4.05,1.74
2020-21,E0,2020-12-15,20:00,2020-12-15 20:00:00,20201215_mancity_westbrom,Man City,West Brom,P Bankes,1,1,D,1,1,0,1,0,2,0,26,5,7,1,5,8,13,2,2,3,0,0,15,5,31,13,1.12,9.96,22.77,1.16,11.75,29.0
2020-21,E0,2020-12-16,18:00,2020-12-16 18:00:00,20201216_leicester_everton,Leicester,Everton,L Mason,0,2,A,0,1,0,0,1,2,0,14,11,2,6,12,9,4,6,2,3,0,0,10,5,25,21,2.2,3.55,3.22,2.26,3.78,3.37
2020-21,E0,2020-12-16,18:00,2020-12-16 18:00:00,20201216_arsenal_southampton,Arsenal,Southampton,P Tierney,1,1,D,0,1,0,1,0,2,0,9,13,4,3,13,13,2,7,1,3,1,0,9,5,22,26,2.25,3.47,3.19,2.33,3.68,3.32
2020-21,E0,2020-12-16,18:00,2020-12-16 18:00:00,20201216_leeds_newcastle,Leeds,Newcastle,S Hooper,5,2,H,1,1,1,0,0,7,1,25,10,10,4,10,13,7,4,3,1,0,0,11,4,35,23,1.76,3.89,4.49,1.83,4.1,4.7
2020-21,E0,2020-12-16,20:00,2020-12-16 20:00:00,20201216_fulham_brighton,Fulham,Brighton,R Jones,0,0,D,0,0,0,1,0,0,0,9,9,4,4,15,11,1,8,1,0,0,0,9,1,18,26,2.9,3.28,2.51,3.06,3.45,2.64
2020-21,E0,2020-12-16,20:00,2020-12-16 20:00:00,20201216_liverpool_tottenham,Liverpool,Tottenham,A Taylor,2,1,H,1,1,1,0,0,3,1,17,8,11,2,8,9,7,4,0,2,0,0,11,2,25,17,1.79,3.84,4.44,1.85,4.03,4.72
2020-21,E0,2020-12-16,20:00,2020-12-16 20:00:00,20201216_westham_crystalpalace,West Ham,Crystal Palace,D Coote,1,1,D,0,1,0,1,0,2,0,9,8,2,2,8,12,5,3,0,1,0,1,8,2,17,20,2.1,3.4,3.64,2.18,3.6,3.82
2020-21,E0,2020-12-17,18:00,2020-12-17 18:00:00,20201217_astonvilla_burnley,Aston Villa,Burnley,C Pawson,0,0,D,0,0,0,1,0,0,0,27,6,7,4,17,19,11,1,1,1,0,0,12,2,33,36,1.74,3.84,4.73,1.79,4.04,4.95
2020-21,E0,2020-12-17,20:00,2020-12-17 20:00:00,20201217_sheffieldunited_manunited,Sheffield United,Man United,M Oliver,2,3,A,1,2,0,0,1,5,1,12,14,6,8,17,8,6,3,3,2,0,0,9,5,26,25,7.14,4.54,1.46,7.75,4.8,1.5
2020-21,E0,2020-12-19,12:30,2020-12-19 12:30:00,20201219_crystalpalace_liverpool,Crystal Palace,Liverpool,J Moss,0,7,A,0,3,0,0,1,7,1,5,14,3,8,5,11,5,4,1,0,0,0,9,1,19,16,6.2,4.45,1.52,6.52,4.74,1.57
2020-21,E0,2020-12-19,15:00,2020-12-19 15:00:00,20201219_southampton_mancity,Southampton,Man City,M Dean,0,1,A,0,1,0,0,1,1,0,9,11,3,5,9,11,6,6,2,2,0,0,12,4,20,20,6.48,4.63,1.48,7.0,4.95,1.53
2020-21,E0,2020-12-19,17:30,2020-12-19 17:30:00,20201219_everton_arsenal,Everton,Arsenal,A Marriner,2,1,H,2,1,1,0,0,3,1,9,13,2,2,9,9,4,3,1,3,0,0,7,4,22,18,2.42,3.44,2.93,2.53,3.6,3.1
2020-21,E0,2020-12-19,20:00,2020-12-19 20:00:00,20201219_newcastle_fulham,Newcastle,Fulham,G Scott,1,1,D,0,1,0,1,0,2,0,12,11,5,4,7,17,2,9,1,2,0,1,11,4,23,24,2.58,3.25,2.87,2.66,3.39,2.96
2020-21,E0,2020-12-20,12:00,2020-12-20 12:00:00,20201220_brighton_sheffieldunited,Brighton,Sheffield United,P Bankes,1,1,D,0,0,0,1,0,2,0,21,5,5,3,9,11,14,2,1,5,0,1,16,7,26,20,1.69,3.72,5.43,1.75,3.88,5.79
2020-21,E0,2020-12-20,14:15,2020-12-20 14:15:00,20201220_tottenham_leicester,Tottenham,Leicester,C Pawson,0,2,A,0,1,0,0,1,2,0,8,17,3,4,15,14,5,3,2,2,0,0,8,4,25,29,2.08,3.48,3.62,2.16,3.79,3.79
2020-21,E0,2020-12-20,16:30,2020-12-20 16:30:00,20201220_manunited_leeds,Man United,Leeds,A Taylor,6,2,H,4,1,1,0,0,8,1,26,17,14,3,6,6,11,13,1,0,0,0,24,1,43,12,1.71,4.23,4.49,1.77,4.42,4.75
2020-21,E0,2020-12-20,19:15,2020-12-20 19:15:00,20201220_westbrom_astonvilla,West Brom,Aston Villa,M Atkinson,0,3,A,0,1,0,0,1,3,1,1,19,1,10,14,8,1,7,1,2,1,0,8,4,20,22,3.69,3.7,1.99,3.88,3.86,2.06
2020-21,E0,2020-12-21,17:30,2020-12-21 17:30:00,20201221_burnley_wolves,Burnley,Wolves,L Mason,2,1,H,1,0,1,0,0,3,1,10,15,4,3,11,15,1,7,2,1,0,0,8,3,25,26,3.61,3.13,2.23,3.75,3.28,2.32
2020-21,E0,2020-12-21,20:00,2020-12-21 20:00:00,20201221_chelsea_westham,Chelsea,West Ham,C Kavanagh,3,0,H,1,0,1,0,0,3,1,11,6,7,0,11,6,5,4,0,0,0,0,9,0,17,17,1.49,4.63,6.29,1.55,5.0,7.0
2020-21,E0,2020-12-26,12:30,2020-12-26 12:30:00,20201226_leicester_manunited,Leicester,Man United,M Dean,2,2,D,1,1,0,1,0,4,1,10,9,2,4,10,17,5,0,2,1,0,0,5,3,19,27,3.01,3.55,2.32,3.13,3.71,2.42
