season,Div,Date,Time,kickoff,match_id,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,home_win,draw,away_win,total_goals,over_2_5,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,total_corners,total_cards,total_shots,total_fouls,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA
2020-21,E0,2020-12-26,15:00,2020-12-26 15:00:00,20201226_astonvilla_crystalpalace,Aston Villa,Crystal Palace,A Taylor,3,0,H,1,0,1,0,0,3,1,21,13,10,6,18,16,4,4,1,4,1,0,8,6,34,34,1.94,3.75,3.8,2.01,3.95,4.0
2020-21,E0,2020-12-26,15:00,2020-12-26 15:00:00,20201226_fulham_southampton,Fulham,Southampton,D England,0,0,D,0,0,0,1,0,0,0,10,3,1,2,15,12,6,3,2,0,0,0,9,2,13,27,3.19,3.32,2.32,3.35,3.48,2.38
2020-21,E0,2020-12-26,17:30,2020-12-26 17:30:00,20201226_arsenal_chelsea,Arsenal,Chelsea,M Oliver,3,1,H,2,0,1,0,0,4,1,15,19,7,3,13,10,7,9,2,1,0,0,16,3,34,23,4.06,3.59,1.93,4.45,3.75,2.02
2020-21,E0,2020-12-26,20:00,2020-12-26 20:00:00,20201226_mancity_newcastle,Man City,Newcastle,A Marriner,2,0,H,1,0,1,0,0,2,0,11,7,6,2,5,12,7,3,2,2,0,0,10,4,18,17,1.12,9.31,23.28,1.15,10.25,32.0
2020-21,E0,2020-12-26,20:00,2020-12-26 20:00:00,20201226_sheffieldunited_everton,Sheffield United,Everton,D Coote,0,1,A,0,0,0,0,1,1,0,10,7,2,3,11,10,6,3,2,4,0,0,9,6,17,21,4.2,3.59,1.9,4.4,3.77,1.95
2020-21,E0,2020-12-27,12:00,2020-12-27 12:00:00,20201227_leeds_burnley,Leeds,Burnley,R Jones,1,0,H,1,0,1,0,0,1,0,11,14,4,6,8,14,4,12,0,3,0,0,16,3,25,22,1.75,3.98,4.5,1.82,4.28,4.85
2020-21,E0,2020-12-27,14:15,2020-12-27 14:15:00,20201227_westham_brighton,West Ham,Brighton,S Hooper,2,2,D,0,1,0,1,0,4,1,11,13,4,4,6,8,5,4,0,0,0,0,9,0,24,14,2.37,3.32,3.11,2.43,3.56,3.3
2020-21,E0,2020-12-27,16:30,2020-12-27 16:30:00,20201227_liverpool_westbrom,Liverpool,West Brom,K Friend,1,1,D,1,0,0,1,0,2,0,17,5,2,3,8,5,8,3,0,1,0,0,11,1,22,13,1.13,9.05,20.61,1.15,10.19,26.0
2020-21,E0,2020-12-27,19:15,2020-12-27 19:15:00,20201227_wolves_tottenham,Wolves,Tottenham,P Tierney,1,1,D,0,1,0,1,0,2,0,11,6,6,3,20,13,9,2,4,1,0,0,11,5,17,33,3.62,3.28,2.16,3.78,3.46,2.23
2020-21,E0,2020-12-28,15:00,2020-12-28 15:00:00,20201228_crystalpalace_leicester,Crystal Palace,Leicester,G Scott,1,1,D,0,0,0,1,0,2,0,4,17,1,3,10,7,2,5,0,1,0,0,7,1,21,17,3.81,3.52,2.01,3.96,3.66,2.08
2020-21,E0,2020-12-28,17:30,2020-12-28 17:30:00,20201228_chelsea_astonvilla,Chelsea,Aston Villa,S Attwell,1,1,D,1,0,0,1,0,2,0,16,10,5,2,16,3,11,4,3,1,0,0,15,4,26,19,1.69,4.18,4.72,1.74,4.32,5.0
2020-21,E0,2020-12-29,18:00,2020-12-29 18:00:00,20201229_brighton_arsenal,Brighton,Arsenal,M Atkinson,0,1,A,0,0,0,0,1,1,0,13,11,2,3,11,4,5,4,2,0,0,0,9,2,24,15,3.22,3.38,2.29,3.35,3.52,2.39
2020-21,E0,2020-12-29,18:00,2020-12-29 18:00:00,20201229_burnley_sheffieldunited,Burnley,Sheffield United,C Kavanagh,1,0,H,1,0,1,0,0,1,0,5,7,3,3,13,17,3,5,1,2,0,0,8,3,12,30,2.41,3.15,3.22,2.48,3.25,3.42
2020-21,E0,2020-12-29,18:00,2020-12-29 18:00:00,20201229_southampton_westham,Southampton,West Ham,A Madley,0,0,D,0,0,0,1,0,0,0,8,8,3,3,16,15,4,3,3,1,0,0,7,4,16,31,2.19,3.48,3.33,2.27,3.6,3.52
2020-21,E0,2020-12-29,18:00,2020-12-29 18:00:00,20201229_westbrom_leeds,West Brom,Leeds,L Mason,0,5,A,0,4,0,0,1,5,1,4,14,1,6,7,10,3,10,0,1,0,0,13,1,18,17,3.59,3.67,2.03,4.07,3.83,2.12
2020-21,E0,2020-12-29,20:00,2020-12-29 20:00:00,20201229_manunited_wolves,Man United,Wolves,J Moss,1,0,H,0,0,1,0,0,1,0,11,9,3,5,11,7,2,2,1,1,0,0,4,2,20,18,1.55,4.21,6.1,1.6,4.52,6.5
2020-21,E0,2020-12-30,20:00,2020-12-30 20:00:00,20201230_newcastle_liverpool,Newcastle,Liverpool,P Tierney,0,0,D,0,0,0,1,0,0,0,8,11,2,4,9,13,5,12,2,3,0,0,17,5,19,22,9.81,5.93,1.29,12.0,6.5,1.32
2020-21,E0,2021-01-01,17:30,2021-01-01 17:30:00,20210101_everton_westham,Everton,West Ham,K Friend,0,1,A,0,0,0,0,1,1,0,10,11,2,5,9,7,5,4,2,0,0,0,9,2,21,16,2.15,3.44,3.5,2.22,3.58,3.81
2020-21,E0,2021-01-01,20:00,2021-01-01 20:00:00,20210101_manunited_astonvilla,Man United,Aston Villa,M Oliver,2,1,H,1,0,1,0,0,3,1,19,5,9,5,22,10,5,10,4,0,0,0,15,4,24,32,1.74,4.14,4.42,1.81,4.35,4.7
2020-21,E0,2021-01-02,12:30,2021-01-02 12:30:00,20210102_tottenham_leeds,Tottenham,Leeds,D Coote,3,0,H,2,0,1,0,0,3,1,20,18,7,5,15,13,3,5,2,1,1,0,8,4,38,28,1.8,4.05,4.15,1.85,4.28,4.37
2020-21,E0,2021-01-02,15:00,2021-01-02 15:00:00,20210102_crystalpalace_sheffieldunited,Crystal Palace,Sheffield United,S Attwell,2,0,H,2,0,1,0,0,2,0,9,7,4,2,8,18,3,6,1,3,0,0,9,4,16,26,2.01,3.4,3.93,2.09,3.55,4.1
2020-21,E0,2021-01-02,17:30,2021-01-02 17:30:00,20210102_brighton_wolves,Brighton,Wolves,A Madley,3,3,D,1,3,0,1,0,6,1,13,11,4,4,13,8,5,8,2,1,0,0,13,3,24,21,2.66,3.15,2.85,2.76,3.3,2.92
2020-21,E0,2021-01-02,20:00,2021-01-02 20:00:00,20210102_westbrom_arsenal,West Brom,Arsenal,M Atkinson,0,4,A,0,2,0,0,1,4,1,7,21,3,12,7,4,3,5,1,2,0,0,8,3,28,11,5.78,4.01,1.61,6.5,4.2,1.66
2020-21,E0,2021-01-03,14:15,2021-01-03 14:15:00,20210103_newcastle_leicester,Newcastle,Leicester,R Jones,1,2,A,0,0,0,0,1,3,1,8,9,2,3,10,11,3,6,0,2,0,0,9,2,17,21,5.19,3.97,1.67,5.52,4.2,1.72
2020-21,E0,2021-01-03,16:30,2021-01-03 16:30:00,20210103_chelsea_mancity,Chelsea,Man City,A Taylor,1,3,A,0,3,0,0,1,4,1,9,18,2,6,11,10,5,3,3,1,0,0,8,4,27,21,3.01,3.66,2.24,3.2,3.8,2.36
2020-21,E0,2021-01-04,20:00,2021-01-04 20:00:00,20210104_southampton_liverpool,Southampton,Liverpool,A Marriner,1,0,H,1,0,1,0,0,1,0,7,17,3,1,5,12,1,10,1,3,0,0,11,4,24,17,4.89,4.24,1.65,5.1,4.5,1.7
2020-21,E0,2021-01-12,18:00,2021-01-12 18:00:00,20210112_sheffieldunited_newcastle,Sheffield United,Newcastle,A Madley,1,0,H,0,0,1,0,0,1,0,17,7,4,3,13,12,5,2,2,3,0,1,7,6,24,25,2.49,3.11,3.13,2.58,3.24,3.25
2020-21,E0,2021-01-12,20:15,2021-01-12 20:15:00,20210112_burnley_manunited,Burnley,Man United,K Friend,0,1,A,0,0,0,0,1,1,0,11,13,0,7,15,13,3,4,1,2,0,0,7,3,24,28,7.03,4.56,1.47,7.7,4.7,1.52
2020-21,E0,2021-01-12,20:15,2021-01-12 20:15:00,20210112_wolves_everton,Wolves,Everton,M Atkinson,1,2,A,1,1,0,0,1,3,1,12,5,3,3,6,11,6,5,2,2,0,0,11,4,17,17,2.5,3.12,3.1,2.62,3.22,3.2
2020-21,E0,2021-01-13,18:00,2021-01-13 18:00:00,20210113_mancity_brighton,Man City,Brighton,D England,1,0,H,1,0,1,0,0,1,0,16,5,6,1,4,12,8,4,0,2,0,0,12,2,21,16,1.18,7.48,15.78,1.21,8.5,19.0
2020-21,E0,2021-01-13,20:15,2021-01-13 20:15:00,20210113_tottenham_fulham,Tottenham,Fulham,P Tierney,1,1,D,1,0,0,1,0,2,0,15,15,6,4,13,15,6,5,1,2,0,0,11,3,30,28,1.4,4.91,7.98,1.43,5.3,8.75
2020-21,E0,2021-01-14,20:00,2021-01-14 20:00:00,20210114_arsenal_crystalpalace,Arsenal,Crystal Palace,A Marriner,0,0,D,0,0,0,1,0,0,0,11,12,4,2,10,11,7,3,1,1,0,0,10,2,23,21,1.55,4.1,6.37,1.61,4.25,7.0
2020-21,E0,2021-01-16,12:30,2021-01-16 12:30:00,20210116_wolves_westbrom,Wolves,West Brom,M Oliver,2,3,A,2,1,0,0,1,5,1,23,12,6,5,10,14,11,0,2,1,0,0,11,3,35,24,1.61,3.67,6.71,1.65,3.92,7.14
2020-21,E0,2021-01-16,15:00,2021-01-16 15:00:00,20210116_leeds_brighton,Leeds,Brighton,K Friend,0,1,A,0,1,0,0,1,1,0,7,7,2,2,8,9,5,2,1,1,0,0,7,2,14,17,2.17,3.57,3.31,2.24,3.72,3.45
2020-21,E0,2021-01-16,15:00,2021-01-16 15:00:00,20210116_westham_burnley,West Ham,Burnley,C Kavanagh,1,0,H,1,0,1,0,0,1,0,15,10,4,2,12,9,7,4,2,1,0,0,11,3,25,21,1.84,3.49,4.69,1.91,3.74,5.0
2020-21,E0,2021-01-16,17:30,2021-01-16 17:30:00,20210116_fulham_chelsea,Fulham,Chelsea,P Bankes,0,1,A,0,0,0,0,1,1,0,10,21,3,6,11,10,1,12,2,3,1,0,13,6,31,21,6.3,4.21,1.55,7.0,4.44,1.6
2020-21,E0,2021-01-16,20:00,2021-01-16 20:00:00,20210116_leicester_southampton,Leicester,Southampton,S Attwell,2,0,H,1,0,1,0,0,2,0,16,8,5,3,10,11,2,5,2,2,0,0,7,4,24,21,1.8,3.72,4.58,1.85,3.91,5.05
2020-21,E0,2021-01-17,14:00,2021-01-17 14:00:00,20210117_sheffieldunited_tottenham,Sheffield United,Tottenham,A Marriner,1,3,A,0,2,0,0,1,4,1,15,14,5,5,13,4,5,7,4,0,0,0,12,4,29,17,5.96,3.73,1.65,6.5,3.91,1.7
2020-21,E0,2021-01-17,16:30,2021-01-17 16:30:00,20210117_liverpool_manunited,Liverpool,Man United,P Tierney,0,0,D,0,0,0,1,0,0,0,17,8,3,4,15,6,7,3,2,1,0,0,10,3,25,21,1.97,3.84,3.65,2.02,4.1,3.76
2020-21,E0,2021-01-17,19:15,2021-01-17 19:15:00,20210117_mancity_crystalpalace,Man City,Crystal Palace,L Mason,4,0,H,1,0,1,0,0,4,1,13,2,6,0,9,8,11,1,0,0,0,0,12,0,15,17,1.17,7.67,17.03,1.19,8.6,21.0
2020-21,E0,2021-01-18,20:00,2021-01-18 20:00:00,20210118_arsenal_newcastle,Arsenal,Newcastle,D Coote,3,0,H,0,0,1,0,0,3,1,20,4,6,1,9,8,7,2,0,0,0,0,9,0,24,17,1.44,4.61,7.54,1.47,4.85,8.2
2020-21,E0,2021-01-19,18:00,2021-01-19 18:00:00,20210119_westham_westbrom,West Ham,West Brom,G Scott,2,1,H,1,0,1,0,0,3,1,14,6,6,2,10,10,3,1,0,1,0,0,4,1,20,20,1.58,4.08,6.09,1.62,4.26,6.59
2020-21,E0,2021-01-19,20:15,2021-01-19 20:15:00,20210119_leicester_chelsea,Leicester,Chelsea,C Pawson,2,0,H,2,0,1,0,0,2,0,8,9,6,5,7,16,6,3,1,3,0,0,9,4,17,23,2.9,3.41,2.49,3.04,3.55,2.58
2020-21,E0,2021-01-20,18:00,2021-01-20 18:00:00,20210120_mancity_astonvilla,Man City,Aston Villa,J Moss,2,0,H,0,0,1,0,0,2,0,28,11,9,4,10,9,16,2,0,2,0,0,18,2,39,19,1.25,6.21,11.36,1.29,6.75,13.0
2020-21,E0,2021-01-20,20:15,2021-01-20 20:15:00,20210120_fulham_manunited,Fulham,Man United,M Atkinson,1,2,A,1,1,0,0,1,3,1,12,15,5,5,6,10,2,8,3,1,0,0,10,4,27,16,6.05,4.31,1.55,6.5,4.54,1.59
2020-21,E0,2021-01-21,20:00,2021-01-21 20:00:00,20210121_liverpool_burnley,Liverpool,Burnley,M Dean,0,1,A,0,0,0,0,1,1,0,27,6,6,4,11,8,12,0,2,1,0,0,12,3,33,19,1.2,7.05,14.89,1.23,8.0,17.75
2020-21,E0,2021-01-23,20:00,2021-01-23 20:00:00,20210123_astonvilla_newcastle,Aston Villa,Newcastle,S Hooper,2,0,H,2,0,1,0,0,2,0,14,7,5,1,9,18,5,4,0,3,0,0,9,3,21,27,1.5,4.53,6.37,1.55,4.75,6.8
2020-21,E0,2021-01-26,18:00,2021-01-26 18:00:00,20210126_crystalpalace_westham,Crystal Palace,West Ham,S Attwell,2,3,A,1,2,0,0,1,5,1,6,17,3,7,9,8,3,4,0,0,0,0,7,0,23,17,3.16,3.27,2.39,3.27,3.4,2.5
2020-21,E0,2021-01-26,18:00,2021-01-26 18:00:00,20210126_newcastle_leeds,Newcastle,Leeds,A Taylor,1,2,A,0,1,0,0,1,3,1,22,9,5,2,10,15,9,5,1,3,0,0,14,4,31,25,3.83,3.83,1.93,3.97,4.0,2.0
2020-21,E0,2021-01-26,20:15,2021-01-26 20:15:00,20210126_southampton_arsenal,Southampton,Arsenal,K Friend,1,3,A,1,2,0,0,1,4,1,13,9,5,5,11,6,4,5,1,2,0,0,9,3,22,17,3.49,3.6,2.09,3.62,3.73,2.18
2020-21,E0,2021-01-26,20:15,2021-01-26 20:15:00,20210126_westbrom_mancity,West Brom,Man City,C Kavanagh,0,5,A,0,4,0,0,1,5,1,4,18,1,7,8,8,3,8,2,0,0,0,11,2,22,16,15.44,7.06,1.2,18.0,7.5,1.23
2020-21,E0,2021-01-27,18:00,2021-01-27 18:00:00,20210127_chelsea_wolves,Chelsea,Wolves,A Madley,0,0,D,0,0,0,1,0,0,0,14,4,5,0,14,7,13,1,1,1,0,0,14,2,18,21,1.62,4.08,5.53,1.69,4.3,6.0
2020-21,E0,2021-01-27,18:00,2021-01-27 18:00:00,20210127_burnley_astonvilla,Burnley,Aston Villa,P Tierney,3,2,H,0,1,1,0,0,5,1,10,18,5,10,16,7,2,4,1,0,0,0,6,1,28,23,3.84,3.53,2.0,4.03,3.69,2.06
2020-21,E0,2021-01-27,19:30,2021-01-27 19:30:00,20210127_brighton_fulham,Brighton,Fulham,C Pawson,0,0,D,0,0,0,1,0,0,0,16,10,5,3,10,14,10,0,2,1,0,0,10,3,26,24,2.06,3.38,3.82,2.14,3.56,4.0
2020-21,E0,2021-01-27,20:15,2021-01-27 20:15:00,20210127_everton_leicester,Everton,Leicester,M Dean,1,1,D,1,0,0,1,0,2,0,8,19,2,6,12,10,5,11,1,1,0,0,16,2,27,22,2.83,3.25,2.61,2.94,3.4,2.71
2020-21,E0,2021-01-27,20:15,2021-01-27 20:15:00,20210127_manunited_sheffieldunited,Man United,Sheffield United,P Bankes,1,2,A,0,1,0,0,1,3,1,16,5,4,3,10,12,7,2,1,1,0,0,9,2,21,22,1.28,5.94,10.6,1.32,6.3,12.0
2020-21,E0,2021-01-28,20:00,2021-01-28 20:00:00,20210128_tottenham_liverpool,Tottenham,Liverpool,M Atkinson,1,3,A,0,1,0,0,1,4,1,3,14,2,7,9,11,1,2,1,2,0,0,3,3,17,20,3.22,3.54,2.22,3.45,3.73,2.3
2020-21,E0,2021-01-30,12:30,2021-01-30 12:30:00,20210130_everton_newcastle,Everton,Newcastle,S Attwell,0,2,A,0,0,0,0,1,2,0,11,13,3,3,13,6,7,12,3,4,0,0,19,7,24,19,1.59,3.95,6.27,1.63,4.18,6.7
2020-21,E0,2021-01-30,15:00,2021-01-30 15:00:00,20210130_crystalpalace_wolves,Crystal Palace,Wolves,S Hooper,1,0,H,0,0,1,0,0,1,0,11,6,2,4,7,10,1,6,1,2,0,0,7,3,17,17,2.96,3.1,2.61,3.09,3.26,2.72
2020-21,E0,2021-01-30,15:00,2021-01-30 15:00:00,20210130_mancity_sheffieldunited,Man City,Sheffield United,D Coote,1,0,H,1,0,1,0,0,1,0,10,4,5,1,7,10,10,0,0,3,0,0,10,3,14,17,1.13,8.75,21.73,1.16,9.6,27.0
2020-21,E0,2021-01-30,15:00,2021-01-30 15:00:00,20210130_westbrom_fulham,West Brom,Fulham,A Taylor,2,2,D,0,1,0,1,0,4,1,5,12,3,7,9,10,2,3,1,0,0,0,5,1,17,19,3.33,3.19,2.32,3.45,3.27,2.44
2020-21,E0,2021-01-30,17:30,2021-01-30 17:30:00,20210130_arsenal_manunited,Arsenal,Man United,M Oliver,0,0,D,0,0,0,1,0,0,0,17,14,3,3,9,16,4,7,1,3,0,0,11,4,31,25,2.86,3.4,2.51,2.98,3.65,2.62
2020-21,E0,2021-01-30,20:00,2021-01-30 20:00:00,20210130_southampton_astonvilla,Southampton,Aston Villa,L Mason,0,1,A,0,1,0,0,1,1,0,20,8,5,4,12,11,7,1,1,0,0,0,8,1,28,23,2.86,3.59,2.41,2.98,3.76,2.52
2020-21,E0,2021-01-31,12:00,2021-01-31 12:00:00,20210131_chelsea_burnley,Chelsea,Burnley,G Scott,2,0,H,1,0,1,0,0,2,0,19,1,8,0,7,9,4,2,0,1,0,0,6,1,20,16,1.34,5.15,9.64,1.38,5.5,10.5
2020-21,E0,2021-01-31,14:00,2021-01-31 14:00:00,20210131_leicester_leeds,Leicester,Leeds,C Kavanagh,1,3,A,1,1,0,0,1,4,1,18,8,8,7,17,16,6,4,0,3,0,0,10,3,26,33,1.82,4.02,4.11,1.88,4.2,4.3
2020-21,E0,2021-01-31,16:30,2021-01-31 16:30:00,20210131_westham_liverpool,West Ham,Liverpool,J Moss,1,3,A,0,0,0,0,1,4,1,8,14,2,5,7,8,6,5,2,0,0,0,11,2,22,15,4.39,3.99,1.77,4.7,4.27,1.82
2020-21,E0,2021-01-31,19:15,2021-01-31 19:15:00,20210131_brighton_tottenham,Brighton,Tottenham,P Bankes,1,0,H,1,0,1,0,0,1,0,16,8,5,4,11,11,9,2,2,1,0,0,11,3,24,22,3.12,3.36,2.35,3.2,3.52,2.44
2020-21,E0,2021-02-02,18:00,2021-02-02 18:00:00,20210202_sheffieldunited_westbrom,Sheffield United,West Brom,P Tierney,2,1,H,0,1,1,0,0,3,1,14,8,6,4,11,9,9,2,2,1,0,0,11,3,22,20,2.05,3.3,3.99,2.14,3.48,4.3
2020-21,E0,2021-02-02,18:00,2021-02-02 18:00:00,20210202_wolves_arsenal,Wolves,Arsenal,C Pawson,2,1,H,1,1,1,0,0,3,1,11,9,7,3,11,8,9,6,3,2,0,2,15,7,20,19,3.63,3.29,2.17,3.75,3.46,2.22
2020-21,E0,2021-02-02,20:15,2021-02-02 20:15:00,20210202_manunited_southampton,Man United,Southampton,M Dean,9,0,H,4,0,1,0,0,9,1,24,3,14,1,11,6,5,3,2,3,0,2,8,7,27,17,1.44,4.73,7.22,1.49,4.93,8.3
2020-21,E0,2021-02-02,20:15,2021-02-02 20:15:00,20210202_newcastle_crystalpalace,Newcastle,Crystal Palace,D England,1,2,A,1,2,0,0,1,3,1,21,6,5,3,14,11,9,1,1,3,0,0,10,4,27,25,2.91,3.15,2.63,3.02,3.35,2.72
2020-21,E0,2021-02-03,18:00,2021-02-03 18:00:00,20210203_burnley_mancity,Burnley,Man City,M Atkinson,0,2,A,0,2,0,0,1,2,0,2,17,0,6,8,5,1,3,2,1,0,0,4,3,19,13,14.33,6.54,1.22,17.5,7.1,1.24
2020-21,E0,2021-02-03,18:00,2021-02-03 18:00:00,20210203_fulham_leicester,Fulham,Leicester,R Jones,0,2,A,0,2,0,0,1,2,0,8,9,1,5,17,10,5,2,3,1,0,0,7,4,17,27,4.0,3.49,1.97,4.17,3.72,2.04
2020-21,E0,2021-02-03,19:30,2021-02-03 19:30:00,20210203_leeds_everton,Leeds,Everton,M Oliver,1,2,A,0,2,0,0,1,3,1,16,10,7,6,12,12,7,1,2,3,0,0,8,5,26,24,2.47,3.63,2.75,2.58,3.84,2.83
2020-21,E0,2021-02-03,20:15,2021-02-03 20:15:00,20210203_astonvilla_westham,Aston Villa,West Ham,A Madley,1,3,A,0,0,0,0,1,4,1,9,20,2,10,11,15,7,3,1,1,0,0,10,2,29,26,2.21,3.43,3.33,2.28,3.59,3.48
2020-21,E0,2021-02-03,20:15,2021-02-03 20:15:00,20210203_liverpool_brighton,Liverpool,Brighton,K Friend,0,1,A,0,0,0,0,1,1,0,11,13,1,4,12,6,6,3,1,0,0,0,9,1,24,18,1.36,5.23,8.38,1.41,5.55,9.0
2020-21,E0,2021-02-04,20:00,2021-02-04 20:00:00,20210204_tottenham_chelsea,Tottenham,Chelsea,A Marriner,0,1,A,0,1,0,0,1,1,0,7,18,2,2,20,14,2,7,2,3,0,0,9,5,25,34,3.48,3.43,2.16,3.64,3.58,2.25
2020-21,E0,2021-02-06,12:30,2021-02-06 12:30:00,20210206_astonvilla_arsenal,Aston Villa,Arsenal,C Kavanagh,1,0,H,1,0,1,0,0,1,0,12,14,8,3,12,12,3,7,3,2,0,0,10,5,26,24,2.74,3.47,2.56,2.87,3.66,2.65
2020-21,E0,2021-02-06,15:00,2021-02-06 15:00:00,20210206_newcastle_southampton,Newcastle,Southampton,C Pawson,3,2,H,3,1,1,0,0,5,1,6,14,4,5,11,14,0,7,2,1,1,0,7,4,20,25,2.99,3.27,2.47,3.15,3.34,2.62
2020-21,E0,2021-02-06,15:00,2021-02-06 15:00:00,20210206_burnley_brighton,Burnley,Brighton,A Taylor,1,1,D,0,1,0,1,0,2,0,20,10,7,2,8,10,8,7,2,0,0,0,15,2,30,18,3.58,3.17,2.22,3.75,3.37,2.3
2020-21,E0,2021-02-06,17:30,2021-02-06 17:30:00,20210206_fulham_westham,Fulham,West Ham,M Dean,0,0,D,0,0,0,1,0,0,0,20,8,2,1,11,10,7,3,1,2,0,1,10,4,28,21,3.57,3.46,2.1,3.75,3.62,2.16
2020-21,E0,2021-02-06,20:00,2021-02-06 20:00:00,20210206_manunited_everton,Man United,Everton,J Moss,3,3,D,2,0,0,1,0,6,1,14,6,5,3,14,10,5,1,2,1,0,0,6,3,20,24,1.56,4.26,5.99,1.6,4.5,6.65
2020-21,E0,2021-02-07,12:00,2021-02-07 12:00:00,20210207_tottenham_westbrom,Tottenham,West Brom,S Attwell,2,0,H,0,0,1,0,0,2,0,13,4,6,1,16,12,8,0,1,2,0,0,8,3,17,28,1.46,4.51,7.23,1.5,4.73,8.0
2020-21,E0,2021-02-07,14:00,2021-02-07 14:00:00,20210207_wolves_leicester,Wolves,Leicester,M Atkinson,0,0,D,0,0,0,1,0,0,0,13,13,1,3,11,15,8,2,1,3,0,0,10,4,26,26,3.52,3.37,2.16,3.7,3.5,2.22
2020-21,E0,2021-02-07,16:30,2021-02-07 16:30:00,20210207_liverpool_mancity,Liverpool,Man City,M Oliver,1,4,A,0,0,0,0,1,5,1,8,8,3,5,13,8,6,1,2,1,0,0,7,3,16,21,3.37,3.63,2.12,3.54,3.78,2.2
2020-21,E0,2021-02-07,19:15,2021-02-07 19:15:00,20210207_sheffieldunited_chelsea,Sheffield United,Chelsea,K Friend,1,2,A,0,1,0,0,1,3,1,8,9,3,3,8,8,1,8,1,0,0,0,9,1,17,16,7.18,4.38,1.48,7.8,4.75,1.52
2020-21,E0,2021-02-08,20:00,2021-02-08 20:00:00,20210208_leeds_crystalpalace,Leeds,Crystal Palace,A Marriner,2,0,H,1,0,1,0,0,2,0,17,8,7,3,7,8,5,3,0,2,0,0,8,2,25,15,1.86,3.82,4.06,1.93,4.08,4.3
2020-21,E0,2021-02-13,12:30,2021-02-13 12:30:00,20210213_leicester_liverpool,Leicester,Liverpool,A Taylor,3,1,H,0,0,1,0,0,4,1,11,15,6,4,9,6,2,12,1,2,0,0,14,3,26,15,3.45,3.49,2.14,3.6,3.66,2.24
2020-21,E0,2021-02-13,15:00,2021-02-13 15:00:00,20210213_crystalpalace_burnley,Crystal Palace,Burnley,M Oliver,0,3,A,0,2,0,0,1,3,1,13,16,3,4,15,14,7,4,0,0,0,0,11,0,29,29,2.42,3.11,3.22,2.54,3.32,3.35
2020-21,E0,2021-02-13,17:30,2021-02-13 17:30:00,20210213_mancity_tottenham,Man City,Tottenham,P Tierney,3,0,H,1,0,1,0,0,3,1,15,7,6,3,12,13,4,2,1,3,0,0,6,4,22,25,1.33,5.56,8.65,1.37,6.1,9.5
2020-21,E0,2021-02-13,20:00,2021-02-13 20:00:00,20210213_brighton_astonvilla,Brighton,Aston Villa,D England,0,0,D,0,0,0,1,0,0,0,26,4,9,1,16,12,9,2,2,3,0,0,11,5,30,28,2.77,3.4,2.56,2.88,3.55,2.64
2020-21,E0,2021-02-14,12:00,2021-02-14 12:00:00,20210214_southampton_wolves,Southampton,Wolves,G Scott,1,2,A,1,0,0,0,1,3,1,7,10,3,4,10,9,4,6,2,2,0,0,10,4,17,19,2.42,3.21,3.12,2.56,3.36,3.28
2020-21,E0,2021-02-14,14:00,2021-02-14 14:00:00,20210214_westbrom_manunited,West Brom,Man United,C Pawson,1,1,D,1,1,0,1,0,2,0,7,10,3,7,13,10,4,5,5,0,0,0,9,5,17,23,9.19,5.52,1.33,10.0,6.0,1.35
2020-21,E0,2021-02-14,16:30,2021-02-14 16:30:00,20210214_arsenal_leeds,Arsenal,Leeds,S Attwell,4,2,H,3,0,1,0,0,6,1,13,9,5,5,8,17,4,5,0,2,0,0,9,2,22,25,1.89,3.77,3.98,1.96,3.92,4.11
2020-21,E0,2021-02-14,19:00,2021-02-14 19:00:00,20210214_everton_fulham,Everton,Fulham,A Madley,0,2,A,0,0,0,0,1,2,0,7,12,2,3,7,16,5,4,1,1,0,0,9,2,19,23,1.93,3.53,4.09,1.98,3.74,4.24
2020-21,E0,2021-02-15,18:00,2021-02-15 18:00:00,20210215_westham_sheffieldunited,West Ham,Sheffield United,S Hooper,3,0,H,1,0,1,0,0,3,1,13,8,9,5,11,12,7,7,0,2,0,0,14,2,21,23,1.73,3.74,5.04,1.79,3.9,5.32
2020-21,E0,2021-02-15,20:00,2021-02-15 20:00:00,20210215_chelsea_newcastle,Chelsea,Newcastle,P Bankes,2,0,H,2,0,1,0,0,2,0,18,10,5,4,9,13,10,5,0,0,0,0,15,0,28,22,1.24,6.36,11.97,1.29,6.9,13.75
2020-21,E0,2021-02-17,18:00,2021-02-17 18:00:00,20210217_burnley_fulham,Burnley,Fulham,J Moss,1,1,D,0,0,0,1,0,2,0,8,8,3,3,7,13,5,5,1,1,0,0,10,2,16,20,2.77,3.15,2.72,2.89,3.34,2.85
2020-21,E0,2021-02-17,20:15,2021-02-17 20:15:00,20210217_everton_mancity,Everton,Man City,A Marriner,1,3,A,1,1,0,0,1,4,1,3,16,2,7,8,8,0,10,2,1,0,0,10,3,19,16,8.56,5.33,1.35,9.5,5.75,1.38
2020-21,E0,2021-02-19,20:00,2021-02-19 20:00:00,20210219_wolves_leeds,Wolves,Leeds,D Coote,1,0,H,0,0,1,0,0,1,0,15,18,5,7,13,8,7,9,1,0,0,0,16,1,33,21,2.38,3.36,3.08,2.46,3.5,3.22
