Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,kickoff,match_id,home_win,draw,away_win,total_goals,over_2_5,total_corners,total_cards,total_shots,total_fouls
E0,2025-04-16,19:30,Newcastle,Crystal Palace,5,0,H,4,0,14,11,7,4,9,15,5,4,2,3,0,0,1.71,3.96,4.75,1.75,4.15,5.0,2025-04-16 19:30:00,20250416_newcastle_crystalpalace,1,0,0,5,1,9,5,25,24
E0,2025-04-19,15:00,Brentford,Brighton,4,2,H,1,1,16,12,8,3,7,11,4,8,3,3,0,1,2.5,3.61,2.7,2.56,3.85,2.75,2025-04-19 15:00:00,20250419_brentford_brighton,1,0,0,6,1,12,7,28,18
E0,2025-04-19,15:00,Crystal Palace,Bournemouth,0,0,D,0,0,5,15,0,4,13,10,5,4,3,4,1,0,2.54,3.54,2.69,2.6,3.65,2.78,2025-04-19 15:00:00,20250419_crystalpalace_bournemouth,0,1,0,0,0,9,8,20,23
E0,2025-04-19,15:00,Everton,Man City,0,2,A,0,0,8,12,3,7,7,6,2,5,4,0,0,0,3.8,3.65,1.96,4.0,3.75,2.0,2025-04-19 15:00:00,20250419_everton_mancity,0,0,1,2,0,7,4,20,13
E0,2025-04-19,15:00,West Ham,Southampton,1,1,D,0,0,12,15,4,4,14,13,2,5,2,1,0,0,1.49,4.49,6.44,1.52,4.65,6.72,2025-04-19 15:00:00,20250419_westham_southampton,0,1,0,2,0,7,3,27,27
E0,2025-04-19,17:30,Aston Villa,Newcastle,4,1,H,1,1,23,10,9,3,9,12,7,7,1,3,0,0,2.36,3.63,2.85,2.42,3.75,2.95,2025-04-19 17:30:00,20250419_astonvilla_newcastle,1,0,0,5,1,14,4,33,21
E0,2025-04-20,14:00,Fulham,Chelsea,1,2,A,1,0,6,13,1,8,13,9,6,4,1,3,0,0,2.82,3.52,2.43,2.9,3.7,2.54,2025-04-20 14:00:00,20250420_fulham_chelsea,0,0,1,3,1,10,4,19,22
E0,2025-04-20,14:00,Ipswich,Arsenal,0,4,A,0,2,4,24,0,7,10,7,0,12,0,0,1,0,7.83,4.81,1.4,8.35,5.0,1.42,2025-04-20 14:00:00,20250420_ipswich_arsenal,0,0,1,4,1,12,1,28,17
E0,2025-04-20,14:00,Man United,Wolves,0,1,A,0,0,12,4,2,2,11,18,9,2,2,3,0,0,2.0,3.58,3.72,2.03,3.67,3.85,2025-04-20 14:00:00,20250420_manunited_wolves,0,0,1,1,0,11,5,16,29
E0,2025-04-20,16:30,Leicester,Liverpool,0,1,A,0,0,5,28,0,10,11,7,1,13,1,2,0,0,11.76,6.63,1.23,14.0,7.0,1.26,2025-04-20 16:30:00,20250420_leicester_liverpool,0,0,1,1,0,14,3,33,18
E0,2025-04-21,20:00,Tottenham,Nott'm Forest,1,2,A,0,2,22,4,6,3,11,12,7,1,1,4,0,0,2.47,3.71,2.66,2.55,3.85,2.78,2025-04-21 20:00:00,20250421_tottenham_nott'mforest,0,0,1,3,1,8,5,26,23
E0,2025-04-22,20:00,Man City,Aston Villa,2,1,H,1,1,14,7,6,3,9,10,10,2,3,3,0,0,1.85,4.06,3.93,1.88,4.23,4.1,2025-04-22 20:00:00,20250422_mancity_astonvilla,1,0,0,3,1,12,6,21,19
E0,2025-04-23,20:00,Arsenal,Crystal Palace,2,2,D,2,1,12,15,6,4,4,6,3,6,1,1,0,0,1.41,4.66,8.13,1.45,4.8,9.0,2025-04-23 20:00:00,20250423_arsenal_crystalpalace,0,1,0,4,1,9,2,27,10
E0,2025-04-26,12:30,Chelsea,Everton,1,0,H,1,0,10,6,7,3,11,11,10,2,0,0,0,0,1.58,4.08,5.91,1.62,4.18,6.1,2025-04-26 12:30:00,20250426_chelsea_everton,1,0,0,1,0,12,0,16,22
E0,2025-04-26,15:00,Brighton,West Ham,3,2,H,1,0,16,12,9,4,7,9,8,1,1,1,0,0,1.67,4.14,4.76,1.7,4.28,5.0,2025-04-26 15:00:00,20250426_brighton_westham,1,0,0,5,1,9,2,28,16
E0,2025-04-26,15:00,Newcastle,Ipswich,3,0,H,1,0,25,4,5,0,9,9,11,2,1,2,0,1,1.18,7.72,14.89,1.19,8.2,17.0,2025-04-26 15:00:00,20250426_newcastle_ipswich,1,0,0,3,1,13,4,29,18
E0,2025-04-26,15:00,Southampton,Fulham,1,2,A,1,0,7,26,3,5,10,12,0,13,1,1,0,0,5.17,4.11,1.64,5.44,4.3,1.67,2025-04-26 15:00:00,20250426_southampton_fulham,0,0,1,3,1,13,2,33,22
E0,2025-04-26,15:00,Wolves,Leicester,3,0,H,1,0,20,8,6,2,7,17,4,2,1,4,0,0,1.51,4.38,6.24,1.54,4.55,6.5,2025-04-26 15:00:00,20250426_wolves_leicester,1,0,0,3,1,6,5,28,24
E0,2025-04-27,14:00,Bournemouth,Man United,1,1,D,1,0,8,25,1,6,11,12,5,10,4,2,1,0,1.67,4.13,4.77,1.71,4.25,4.95,2025-04-27 14:00:00,20250427_bournemouth_manunited,0,1,0,2,0,15,7,33,23
E0,2025-04-27,16:30,Liverpool,Tottenham,5,1,H,3,1,25,8,8,3,16,9,8,2,2,1,0,0,1.25,6.57,9.98,1.27,6.89,11.0,2025-04-27 16:30:00,20250427_liverpool_tottenham,1,0,0,6,1,10,3,33,25
E0,2025-05-01,19:30,Nott'm Forest,Brentford,0,2,A,0,1,14,11,5,3,10,12,4,5,3,5,0,0,2.17,3.55,3.27,2.22,3.72,3.34,2025-05-01 19:30:00,20250501_nott'mforest_brentford,0,0,1,2,0,9,8,25,22
E0,2025-05-02,20:00,Man City,Wolves,1,0,H,1,0,9,6,2,1,7,11,4,5,0,0,0,0,1.4,5.14,7.49,1.43,5.3,8.0,2025-05-02 20:00:00,20250502_mancity_wolves,1,0,0,1,0,9,0,15,18
E0,2025-05-03,12:30,Aston Villa,Fulham,1,0,H,1,0,10,11,3,3,6,17,5,3,0,5,0,0,1.79,3.88,4.32,1.85,4.0,4.6,2025-05-03 12:30:00,20250503_astonvilla_fulham,1,0,0,1,0,8,5,21,23
E0,2025-05-03,15:00,Leicester,Southampton,2,0,H,2,0,14,8,4,2,12,13,7,7,1,3,0,0,2.33,3.62,2.93,2.4,3.75,3.1,2025-05-03 15:00:00,20250503_leicester_southampton,1,0,0,2,0,14,4,22,25
E0,2025-05-03,15:00,Everton,Ipswich,2,2,D,2,1,8,12,3,5,12,15,3,3,4,4,0,0,1.47,4.4,7.07,1.49,4.55,7.6,2025-05-03 15:00:00,20250503_everton_ipswich,0,1,0,4,1,6,8,20,27
E0,2025-05-03,17:30,Arsenal,Bournemouth,1,2,A,1,0,13,9,4,2,7,16,2,3,0,2,0,0,2.08,3.6,3.47,2.14,3.7,3.62,2025-05-03 17:30:00,20250503_arsenal_bournemouth,0,0,1,3,1,5,2,22,23
E0,2025-05-04,14:00,Brentford,Man United,4,3,H,2,1,12,14,6,5,8,10,7,4,0,2,0,0,1.67,4.14,4.74,1.71,4.25,4.95,2025-05-04 14:00:00,20250504_brentford_manunited,1,0,0,7,1,11,2,26,18
E0,2025-05-04,14:00,Brighton,Newcastle,1,1,D,1,0,5,13,2,5,15,10,1,4,2,1,0,0,2.86,3.77,2.31,2.93,3.91,2.38,2025-05-04 14:00:00,20250504_brighton_newcastle,0,1,0,2,0,5,3,18,25
E0,2025-05-04,14:00,West Ham,Tottenham,1,1,D,1,1,11,7,2,2,18,15,1,3,2,2,0,0,2.1,3.73,3.31,2.15,3.85,3.5,2025-05-04 14:00:00,20250504_westham_tottenham,0,1,0,2,0,4,4,18,33
E0,2025-05-04,16:30,Chelsea,Liverpool,3,1,H,1,0,17,11,7,2,10,11,3,6,2,2,0,0,2.18,3.71,3.14,2.21,3.8,3.24,2025-05-04 16:30:00,20250504_chelsea_liverpool,1,0,0,4,1,9,4,28,21
E0,2025-05-05,20:00,Crystal Palace,Nott'm Forest,1,1,D,0,0,20,12,3,4,9,15,7,4,3,8,0,0,2.29,3.38,3.15,2.35,3.47,3.24,2025-05-05 20:00:00,20250505_crystalpalace_nott'mforest,0,1,0,2,0,11,11,32,24
E0,2025-05-10,15:00,Wolves,Brighton,0,2,A,0,1,10,7,3,2,8,12,7,4,1,1,0,0,2.73,3.47,2.54,2.8,3.53,2.61,2025-05-10 15:00:00,20250510_wolves_brighton,0,0,1,2,0,11,2,17,20
E0,2025-05-10,15:00,Fulham,Everton,1,3,A,1,1,18,11,6,7,15,9,5,5,1,0,0,0,1.87,3.55,4.32,1.92,3.71,4.5,2025-05-10 15:00:00,20250510_fulham_everton,0,0,1,4,1,10,1,29,24
E0,2025-05-10,15:00,Ipswich,Brentford,0,1,A,0,1,11,15,4,5,6,12,5,6,2,4,0,0,4.94,4.2,1.65,5.1,4.53,1.68,2025-05-10 15:00:00,20250510_ipswich_brentford,0,0,1,1,0,11,6,26,18
E0,2025-05-10,15:00,Southampton,Man City,0,0,D,0,0,2,26,0,5,9,8,1,15,2,0,0,0,13.37,7.58,1.19,15.0,8.0,1.2,2025-05-10 15:00:00,20250510_southampton_mancity,0,1,0,0,0,16,2,28,17
E0,2025-05-10,17:30,Bournemouth,Aston Villa,0,1,A,0,1,10,6,4,3,19,12,10,0,4,3,0,1,2.45,3.68,2.71,2.52,3.8,2.78,2025-05-10 17:30:00,20250510_bournemouth_astonvilla,0,0,1,1,0,10,8,16,31
E0,2025-05-11,12:00,Newcastle,Chelsea,2,0,H,1,0,15,10,6,3,9,13,2,8,4,2,0,1,2.13,3.76,3.18,2.16,4.0,3.28,2025-05-11 12:00:00,20250511_newcastle_chelsea,1,0,0,2,0,10,7,25,22
E0,2025-05-11,14:15,Man United,West Ham,0,2,A,0,1,20,9,5,4,3,13,8,5,0,1,0,0,1.92,3.72,3.83,2.0,3.92,4.0,2025-05-11 14:15:00,20250511_manunited_westham,0,0,1,2,0,13,1,29,16
E0,2025-05-11,14:15,Nott'm Forest,Leicester,2,2,D,1,1,15,10,4,6,11,11,4,4,3,3,0,0,1.33,5.34,8.83,1.36,5.7,9.8,2025-05-11 14:15:00,20250511_nott'mforest_leicester,0,1,0,4,1,8,6,25,22
E0,2025-05-11,14:15,Tottenham,Crystal Palace,0,2,A,0,1,8,23,1,10,12,10,4,8,1,1,0,0,2.65,3.68,2.5,2.71,3.77,2.56,2025-05-11 14:15:00,20250511_tottenham_crystalpalace,0,0,1,2,0,12,2,31,22
E0,2025-05-11,16:30,Liverpool,Arsenal,2,2,D,2,0,14,15,5,7,13,10,3,1,1,1,0,1,2.06,3.54,3.57,2.1,3.65,3.71,2025-05-11 16:30:00,20250511_liverpool_arsenal,0,1,0,4,1,4,3,29,23
E0,2025-05-16,19:30,Aston Villa,Tottenham,2,0,H,0,0,18,3,7,1,5,12,9,1,1,2,0,0,1.32,5.95,8.45,1.36,6.2,9.0,2025-05-16 19:30:00,20250516_astonvilla_tottenham,1,0,0,2,0,10,3,21,17
E0,2025-05-16,20:15,Chelsea,Man United,1,0,H,0,0,11,4,3,1,10,14,7,2,1,6,0,0,1.46,4.9,6.51,1.5,5.1,7.0,2025-05-16 20:15:00,20250516_chelsea_manunited,1,0,0,1,0,9,7,15,24
E0,2025-05-18,12:00,Everton,Southampton,2,0,H,2,0,13,6,5,2,6,10,4,5,1,1,0,0,1.4,4.79,7.93,1.43,5.0,8.6,2025-05-18 12:00:00,20250518_everton_southampton,1,0,0,2,0,9,2,19,16
E0,2025-05-18,14:15,West Ham,Nott'm Forest,1,2,A,0,1,16,10,5,5,14,7,8,7,6,3,0,0,2.8,3.4,2.53,2.88,3.56,2.63,2025-05-18 14:15:00,20250518_westham_nott'mforest,0,0,1,3,1,15,9,26,21
E0,2025-05-18,15:00,Brentford,Fulham,2,3,A,2,1,11,16,6,7,12,8,5,3,4,4,0,0,1.93,3.9,3.64,1.99,4.0,3.7,2025-05-18 15:00:00,20250518_brentford_fulham,0,0,1,5,1,8,8,27,20
E0,2025-05-18,15:00,Leicester,Ipswich,2,0,H,1,0,9,20,3,2,15,12,2,2,1,0,0,0,2.33,3.59,2.94,2.4,3.69,3.0,2025-05-18 15:00:00,20250518_leicester_ipswich,1,0,0,2,0,4,1,29,27
E0,2025-05-18,16:30,Arsenal,Newcastle,1,0,H,0,0,12,14,4,5,9,9,10,7,3,3,0,0,2.01,3.59,3.7,2.08,3.7,3.83,2025-05-18 16:30:00,20250518_arsenal_newcastle,1,0,0,1,0,17,6,26,18
E0,2025-05-19,20:00,Brighton,Liverpool,3,2,H,1,2,25,18,12,5,9,8,3,3,1,0,0,0,2.63,3.82,2.46,2.69,4.04,2.5,2025-05-19 20:00:00,20250519_brighton_liverpool,1,0,0,5,1,6,1,43,17
E0,2025-05-20,20:00,Crystal Palace,Wolves,4,2,H,2,1,14,12,10,3,14,8,0,10,1,2,0,0,2.27,3.32,3.26,2.31,3.4,3.36,2025-05-20 20:00:00,20250520_crystalpalace_wolves,1,0,0,6,1,10,3,26,22
E0,2025-05-20,20:00,Man City,Bournemouth,3,1,H,2,0,12,8,5,2,7,13,3,1,1,3,1,1,1.55,4.51,5.49,1.58,4.8,5.8,2025-05-20 20:00:00,20250520_mancity_bournemouth,1,0,0,4,1,4,6,20,20
E0,2025-05-25,16:00,Bournemouth,Leicester,2,0,H,0,0,20,3,7,0,19,16,6,1,0,2,0,0,1.33,5.61,8.35,1.38,6.0,9.0,2025-05-25 16:00:00,20250525_bournemouth_leicester,1,0,0,2,0,7,2,23,35
E0,2025-05-25,16:00,Fulham,Man City,0,2,A,0,1,13,20,3,5,11,5,1,6,0,0,0,0,5.15,4.28,1.61,5.54,4.59,1.65,2025-05-25 16:00:00,20250525_fulham_mancity,0,0,1,2,0,7,0,33,16
E0,2025-05-25,16:00,Ipswich,West Ham,1,3,A,0,1,14,10,4,6,10,9,4,0,1,1,0,0,2.99,3.85,2.21,3.1,4.01,2.28,2025-05-25 16:00:00,20250525_ipswich_westham,0,0,1,4,1,4,2,24,19
E0,2025-05-25,16:00,Liverpool,Crystal Palace,1,1,D,0,1,14,8,3,5,7,10,11,0,1,0,1,0,1.4,5.65,6.27,1.43,6.1,6.62,2025-05-25 16:00:00,20250525_liverpool_crystalpalace,0,1,0,2,0,11,2,22,17
E0,2025-05-25,16:00,Man United,Aston Villa,2,0,H,0,0,25,6,10,1,10,10,4,3,2,2,0,1,4.37,4.16,1.73,4.5,4.33,1.76,2025-05-25 16:00:00,20250525_manunited_astonvilla,1,0,0,2,0,7,5,31,20
E0,2025-05-25,16:00,Newcastle,Everton,0,1,A,0,0,17,14,6,6,12,9,12,3,1,4,0,0,1.32,5.6,8.77,1.36,5.85,9.5,2025-05-25 16:00:00,20250525_newcastle_everton,0,0,1,1,0,15,5,31,21
E0,2025-05-25,16:00,Nott'm Forest,Chelsea,0,1,A,0,0,10,6,2,2,10,11,7,4,2,2,0,0,3.09,3.72,2.2,3.2,3.85,2.25,2025-05-25 16:00:00,20250525_nott'mforest_chelsea,0,0,1,1,0,11,4,16,21
E0,2025-05-25,16:00,Southampton,Arsenal,1,2,A,0,1,7,23,2,8,7,8,5,8,0,0,0,0,9.45,5.83,1.29,11.0,6.11,1.31,2025-05-25 16:00:00,20250525_southampton_arsenal,0,0,1,3,1,13,0,30,15
E0,2025-05-25,16:00,Tottenham,Brighton,1,4,A,1,0,4,23,2,8,13,8,2,11,3,1,0,0,4.23,4.43,1.71,4.38,4.55,1.73,2025-05-25 16:00:00,20250525_tottenham_brighton,0,0,1,5,1,13,4,27,21
E0,2025-05-25,16:00,Wolves,Brentford,1,1,D,0,1,18,13,6,7,7,9,8,3,2,1,0,0,2.71,3.76,2.43,2.77,3.85,2.48,2025-05-25 16:00:00,20250525_wolves_brentford,0,1,0,2,0,11,3,31,16
